,text,label
1626,Lige nu er @USER populær på #dkpol [LINK],positive
1627,"@USER LOL nå er det faktisk det, for måneprogrammet ble bevisst dokumentert i huet og rævva fra begynnelse til slutt. Det er eks ""milevis"" av ufremkalt film på is hos NASA for fremtidige forskere og antropologer. 

Men no prob, verdens nest best dokumenterte hendelse.Forandrer jo alt",positive
1628,"Er der nogen der ved hvor de penge er kommet hen? Altså de er vel ikke bare forsvundet, NOGEN må da have fået glæde af dem?? [LINK] [LINK]",neutral
1629,"@USER Jeg tror desværre ikke, der er noget at gøre, hvis man ikke har en aftale via lejekontrakten. 😕",neutral
1630,"@USER @USER @USER *frygt. Jeg lægger ikke ord i munden på dig, men forholder mig til de ord der er ytret af ham du tolker på. Hvis du insisterer på at din tolkning skal være præmissen, og ikke vil tage imod kritik af din repræsentation af det der står skrevet, så stopper snakken der.",negative
1631,Og her sidder Paludan så og hygger sig i sofasættet med Felix i Go’ aften Danmark. [LINK],positive
1632,"@USER @USER @USER @USER @USER Nej desværre, man skal råbe ret højt hvis lyden er høj i forvejen 😠",negative
1633,Tesla undersøger eksploderet bil i Shanghai [LINK],neutral
1634,@USER @USER @USER Al logik viser jo også at man ikke kan give det dobbelte i ydelse i dobbelt tid til 1/3 af udgiften uden at det er fordi man skal have begrænset antal modtager til det absolut minimale. Hvem tror man at man kan snyde med det vrøvl. #dkpol #dkmedier #dobbeltstandard #fv19,negative
1635,"#ElskDenDuVil
@USER #fckob
Gi’ homofobien 🏳️‍🌈 det røde kort! Vis din støtte til et mangfoldigt og lige Danmark. 💚 #respekt #tolerance #anstændighed #forskellighed #LGBTdanmark #dkmedier [LINK]",positive
1636,"@USER @USER Men hvis, der er tale om en toer , så kan jeg ikke være i mig selv",negative
1637,@USER @USER Eller når man ser en tom lygtepæl og tænker “ku godt”,positive
1638,@USER Du må ikke lyve om hvor meget de rigeste ejer af verdens formue på #dkpol #sflm19,negative
1639,"En effektiv klimatilpasning kræver viden om vandets bevægelser. Det bidrager @USER til med Danmarks Højdemodel, som kan vise, hvor vandet løber hen i ekstreme vejrsituationer. Vi har netop tilføjet nye data over bl. a. Fyn, Lolland-Falster #offdig [LINK]",neutral
1640,@USER @USER Er det ikke dem med “For spillere - af spillere”? 😄,positive
1641,"@USER @USER @USER @USER @USER @USER Det er ikke ensbetydende med, at det går godt. Selv ifølge Hans Lassens forskning, kan integrationen på lang sigt kun blive en succes, hvis antallet af nytilkomne holdes helt nede.",neutral
1642,"@USER Har du selv kørt der? Det giver faktisk ret god mening at anlægge den lidt kortere vej udenom, men det er nok mere end en Københavner med stort K kan formå at forstå. Sådan nogle som dig, ser jo helst alle udviklingskroner bruges i København",negative
1643,Når diktaturet EU tromler lovgivning igennem og tvinger det ned over medlemsstater skal vi finde informationen på udenlandske sider #dkpol #diktatur #burnthebooks [LINK],negative
1644,"@USER Hvorfor gør #dkpol ikke noget mere for at få flere elbiler på vejene, ladestandere sat op....",negative
1645,@USER Techordfører (hvis det findes) og medieordfører fra Dansk Folkeparti. Kunne jo så passende forklare hvad de har gang i #radio24syv,negative
1646,Holland: Iran stod bag to politiske drab i Holland [LINK] [LINK],neutral
1647,"@USER Er det fordi, det er for småt, og du ikke kan zoome?",neutral
1648,Grillkrigen bluser op igen: Restaurant Flammen i hårdt angreb på Ilden-ejere [LINK] #fyensdk,negative
1649,"@USER pinen er udsat til imorgen, det er en større omgang jeg er igennem.",neutral
1650,Vi er gået ind i en nyt kapitel for bannerreklamer. Det spil gad jeg godt spille! Jeg ville nok starte med at gøre noget ved Toftegårds Plads. [LINK],positive
1651,"Sammen kan vi gøre mere. Men kan vi det i en konkurrencestat, politisk reklametyper? #dkpol",neutral
1652,"@USER @USER @USER Jeg bad om beviser og argumenter. Du kom med ingen. Du delte et fra et venstreorienteret medie der kritisere en højreorienteret. 

Hvordan er det et bevis for noget? 

Hyg dig som nazist, pædofil, og voldtægtsmand Mathias :)",negative
1653,"@USER Ja , hun kan det hele ! Det er en fornøjelse at lytte til hende !Jeg elsker musikkens verden. Der færdes Jeg med sikkerhed ! ✨🎵❤🌹",positive
1654,Væk med julefedtet? Nyt fitnesscenter åbner i Birkerød [LINK] #rudersdal #viborsmukt,positive
1655,"RT @USER: Mindst hver anden reklame i bussernes skærm er for kviklån. Øv, det er en tarvelig forretningsform",negative
1656,"SE MIG - SE MIG - SE MIG
Aner ikke hvornår @USER trykker på knappen, men nu varmer jeg op med en før-valg-kampagne 🚀Jeg er ikke overraskende ude på, at så mange som muligt i Østjylland, finder ud af hvem jeg er 😃 Nu er I advaret 😉 #dkpol [LINK]",positive
1657,"Kan en flok ergoterapeut- og fysioterapeutstuderende hjælpe udviklingshæmmede i Hjørring med at bevæge sig mere? Selvfølgelig kan de det :-) #sundpol #phudd 
[LINK]",positive
1658,"@USER @USER Jeg tror, at den nye 1-årige overbygningsudd. ville have været lidt noget for dig. ❤️🤗",positive
1659,"Stressede medarbejdere savner, at cheferne træder i karakter, prioriterer opgaver og kort sagt *udøver ledelse*. Man spørger sig selv, om vi uddanner chefer godt nok, hvis de ikke formår det, INDEN folk bliver stressede.. [LINK] #dkpol #arbejde #arbejdsmiljø",negative
1660,"@USER Afviser ikke 100% dit argument. Men de møder op hvis jeg melder en demonstration ... heldigvis. Man skal gerne kunne demonstrere (ligegyldigt budskabet) uden at få tæsk for det tænker jeg? Mener bestemt det er politiets rolle at sørge for, selv for idioter.",neutral
1661,@USER @USER @USER Så muslimer der flygter ISIS har bare misforstået det?,negative
1662,Få ledige pladser tilbage på praktikantvejlederkurserne i Aarhus og København. Tilbydes i samarbejde med @USER. Spørgsmål rettes til @USER og Lasse Borgwardt Schmidt #dkmedier [LINK],neutral
1663,"@USER Nej. Jeres 2030 plan er så håbløst urealistisk at der intet grundlag er at forhandle på. 
Det svarer til Stram Kurs lagde deres plan for muslimer frem som 'grundlag til forhandling om integration'. Alt for ekstremt, ingen kan komme bare en smule i møde.",negative
1664,"Hvor er det forfærdeligt at se det smukke Notre-Dame i flammer. Hvor er jeg glad for, at jeg nåede at besøge det smukke sted.",negative
1665,Her til aften nævner #DdR stadig ikke venstrefløjens voldsbøller og Allahs sønner med et eneste ord @USER @USER #dkpol #dkmedier #rasmuspaludan @USER @USER @USER @USER [LINK],negative
1666,@USER Frygtede bare det værste da han blev skadet. Håber det ikke er slemt.,positive
1667,Wozniacki tabte WTA-finale til hårdtslående amerikaner [LINK] [LINK],neutral
1668,@USER Og det er blandt andet derfor det er en skøn artikel 😉,positive
1669,"@USER @USER @USER Helt enig. I enhver skolegård ville han ha´ fået buksevand, men når rektor kalder ham sin yndling og byder ham på kage på kontoret, så er det, at vi utilpassede smugryger og smider toiletrullen i lokummet!",negative
1670,"Det har været 7 intense dage på Multimedia Sensory lab. Vi har ledt efter singulariteten og et fælles sprog med @USER. Imorgen er sidste dag. Er du nysgerrig på kunstig intelligens, VR,... [LINK]",positive
1671,"Generationers største vælgerbluff. @USER risikerer at skuffe titusindvis af danskere, der tror, at netop de kan gå tidligt på pension. Men 3 mia. kr., som S har afsat, rækker kun til 2.850 danskere pr. årgang, siger @USER #dkpol [LINK]",negative
1672,"@USER Åh, heldigvis vet jeg ikke hva det er ....tror jeg.",negative
1673,"@USER @USER Der er ca 8-9% mulighed for at de ikke kommer ind, og 7-8% mulighed for, at det kun er Uffe, der kommer ind på et københavnsk kredsmandat (eller Gejl i Østjylland)",neutral
1674,@USER Det er nu mer dejligt at se DF på 14.6% i Berlingske barometer,positive
1675,@USER @USER så burde det også være muligt at lægge så meget ad-hoc som muligt onsdag eftermiddag. Vi har det ikke — det er en kamp uden lige at få fire personer til at mødes med mindre man kigger 3-4 mdr ud i fremtiden.,negative
1676,"Jeg elsker virkelig Eurovision, men er enig med Mari Boine i at man skal og må boikotte det i år. Jeg har alltid ment at det er en ikke-politisk musikkonkurranse, men det får være grenser for hva vi skal tåle som medmennesker. #boicotIsrael [LINK]",negative
1677,"Scener fra en lille, klemt, jordslået boblevirkelighed: [LINK]",neutral
1678,"@USER @USER @USER @USER @USER @USER @USER Hvordan gør det dem uafhængige af redaktionsmedier? 

Og hvorfor er det bedre?",neutral
1679,"Hører du, Løkke? Vi skal have indkaldt samtlige partiledere til omgående drøftelse for at lave en ambitiøs national handlingsplan for klimakrisen. Det ville Uffe have gjort, hvis han var statsminister + indkaldt interesseorganisationer, virksomheder &amp; Civilsamfundet #derforuffe [LINK]",negative
1680,@USER @USER Hvorfor i alverden skulle DB's økonomi lider under at foreningen råder folk til at holde katte indendøre?,neutral
1681,"De politikere, der råbte ""skandale"", var fuldt ud informerede og havde alle oplysninger til rådighed om metodespørgsmål i de nationale test.

Bekræfter kun det gamle ord: Peger du en finger mod andre, vender der tre mod dig.

#dkpol 

[LINK]",neutral
1682,"Rødbede smager skønt sammen med fårefeta, og derfor skal de to kombineres i vores salat: [LINK]",positive
1683,"Det virker bare liiiiidt for banalt, at aktionen blev forhindret, blot fordi terroristerne havde glemt at tjekke flyselskabets bagageregler for, hvor mange kg de måtte have med. Er det virkelig hele sandheden? @USER @USER #dronekrigeren [LINK]",negative
1684,"@USER @USER Det er stærkt krænkende for de af dine medfans der hellere vil være sammen med en mand, du skulle simpelthen skamme dig at ville synge sådan en sang...",negative
1685,@USER Den er jo ved at være gammel.,negative
1686,RT @USER: Hvem passer på børnene? Ikke ministeren @USER [LINK] #minimumsnormeringer #dkpol #kompoldk #dr2,negative
1687,"Ankommet til Thy, har lige set “Thy Dance and HipHop 5. - 6. klasse” troede de ville twerke, det skete heldigvis ikke. #luckyme #dkpol #spildafliv #thyhallen",positive
1688,Kuhn færdig i Hobro [LINK] [LINK],neutral
1689,RT @USER: @USER Se artiklerne om ventetidsgarantien her:[LINK],neutral
1690,"Det må vist kandidere som et at de mest kommenterede tweets i denne uge under #dkpol 
Når kommentarer læses, så siger det mig, nogen er ude af sync...😎
Lad os nu få det valg, inden flere skøre ideer bliver omsat til love [LINK]",negative
1691,"Hvem peger Stram Kurs og RP egentlig på som statsminister, @USER, @USER, eller hvad med @USER? Det spurgte jeg ham om igår. Det er jo ret relevant med snart 12000 vælgererklæringer. Se uddrag af min samtale her. #dkpol #dkmedier #stemKashif @USER @USER [LINK]",neutral
1692,"@USER Nu er køen til min bus heldigvis væk. Men der står stadig en ligeså stor gruppe til de to andre busser. Ret vildt hvad det gør, når s-togene ikke kører. 😬",negative
1693,"DF freder fortsat Inger Støjberg. I Dansk Folkeparti kan vi ganske enkelt ikke hidse os op over det, siger Martin Henriksen til Ritzau. MEN I skal hidse jer op. En minister overholder muligvis ikke landets love!!!!! Enig eller uenig i beslutningerne så er love love også i Danmark",negative
1694,"Unge nuværende og tidl. produktionsskoleelever har skudt bevægelsen MODSTRØM igang! Formålet er, at flere unge bliver hørt... Selvfølgelig, kunne man sige. Men der er lige blevet lavet en reform af området, uden at de unge blev hørt. [LINK] #dkpol #uddpol #FGU",positive
1695,"Myndighederne burde ikke tillade, at Hizb ut-Tahrir demonstrerer på Christiansborg Slotsplads i morgen! Foreningen, som er dømt for dødstrusler på danske jøder, og som ønsker det danske demokrati afskaffet og erstattet med et muslimsk kalifat, bør i stedet forbydes. #dkpol",negative
1696,Domstol lukker thailandsk parti for at nominere eksprinsesse [LINK] [LINK],neutral
1698,"@USER @USER Og så sæt dog identitet på, hvem du er, fx et genkendeligt billede af dig selv eller dit navn!#dkpol",negative
1699,"Man tror næsten ikke på, at en arbejdsgiver kan have så lav en moral, men man overraskes igen og igen på dette punkt 😳 Arbejdsgiver vil hive hjerneskadede Nick i Højesteret [LINK]",negative
1700,"Der er partilederrunde i aften, hvor S sender Wammen i stedet for sygdomsramte Frederiksen. Men Kristendemokraterne må ikke sende Kristian Andersen i stedet for formand Stig Grenov? 🤔 Mon Grenov får maveonde inden i aften? #dkpol",negative
1701,"@USER Det så altså mærkeligt ud. Er de 13 år gamle? Man skal da ikke blive hængende oppe i GFs felt i overtiden, når man er foran 2-1. Suk",negative
1702,"@USER @USER @USER Jeg synes bare det er lidt ærgerligt, at debatten på den måde skal tvinges i gang, når problemet har stået på i årevis.",negative
1703,"Morten Østergaard slår mig ikke at være den store taktiker, men det er smukt som Mette Frederiksens smil er stivnet.
Og så tager vi den bare derfra #dkpol",negative
1704,Sigtelse: 31-årig dræbte kvinde i Randers med kniv [LINK],neutral
1705,Novo-ejers britiske hovedpine i stort aktiedyk: Mangler fortsat en topchef [LINK],neutral
1706,"@USER Man kunne forlange en nøjagtig deklaration - slut!
Hvad folk spiser skal de ikke blande sig i!
- Er ikke tilfreds med EUs indblanding i alt! Det har vist sig, at de vil bestemme hvordan vi skal leve! 
- Det er et uvæsen! 🧐🧐🧐🧐🧐",negative
1707,Tror i at McAfee er en seriøs kandidat til 2020 præsidentvalget i USA fra hans exil i Venezuela eller hvor han nu er docket? 😂 #dkpol #dktech [LINK],negative
1708,Ilse Jacobsen skal i Højesteret [LINK] [LINK],neutral
1709,"@USER @USER @USER Nej, de skal varetage den lovgivning vi har, fortælle sandheden når de informerer … bla derfor er det et kæmpe demokratisk problem at @USER fratog klovnen #rasmuspaludan hans ytringsfrihed #dkpol",negative
1710,"Fredsbesættelsen er et begreb, der blev opfundet og udviklet til lejligheden af folkeretseksperten Erik Brüel i tæt samarbejde med Udenrigsministeriet som en måde at skabe en normaliseret folkeretlig ramme om det dansk-tyske forhold på i 1940-43.",neutral
1711,"RT @USER: Mudrazija spiller i stedet for Falk, der er udgået under opvarmingen #fcnfck #sldk #eurosportdk #fcklive",neutral
1713,Store nyheder fra den hjemlige andedam. @USER er blevet opkøbt af @USER! Stemningsbillede her fra announcement townhall med mange begejstrede og forventningsfulde #Falconeers! [LINK] [LINK],positive
1714,"@USER Martin Henriksen igen, igen, igen - tillader mig at holde gryden med hans udtalelser i kog...
Burde simre dagligt 😡
#dkpol #dkmedier [LINK]",negative
1715,"@USER @USER Beklager, kan ikke lige finde det igen. Ikke helt let at søge på noget med Notre Dame, pt.",neutral
1716,"Medierne er før blevet påvirket voldsomt af ny teknologi, men med robotterne er selve DNA’et på spil, skriver strategichef Kasper @USER og udpeger fire mulige strategier #Dkmedier
[LINK]",neutral
1717,"“Kære politikere. I har gjort det legitimt og mere acceptabelt i befolkningen at chikanere og mobbe medmennesker og kalde ellers lovlydige borgere socialt affald, kriminelle og sociale tabere. Ord skaber virkelighed” #dkpol [LINK]",negative
1719,"@USER Ja og ? Er det ikke sadan politikken i dag er
Dér er jo ingen af jer der har noget konkret at sige om virkelighed alligevel. Andet end det fremlæggelsens smùler viser fra et samfund der vil bedrage
Saa hvad er Ordenes fremlæggelse her værd ?????? NADA",negative
1720,RT @USER: 24-årig dødsbilist bliver udvist af Danmark [LINK] #KriminelleUdlændinge #dkkrim #dkpol,neutral
1721,Risikerer vi at øge uligheden i sundhedsvæsenet med sundhedsreformen ? Læs Jes Søgaard. Får vi et A og et B hold af patienter med ulig adgang til sundhedsydelser og specialiseret behandling [LINK],negative
1722,"Nu har franske Europe1 igen publiceret den artikel, der tidligere på dagen satte hele rygtemøllen igang. De har både citater fra løbsdirektør, Christian Prudhomme, og så mener de at vide, hvordan de tre etaper i Danmark kommer til at se ud. [LINK]",negative
1723,"@USER Ja, det er som om vi er landet på et spor vi slet ikke forventede at komme på. Håber virkelig vi snart kan få det valg udskrevet så vi kan tælle med og undgå al for meget af den slags...",negative
1724,"@USER @USER 85 mia til klimsplanen - herunder at sænke el-afgifterne så langt ned, som EU tillader. Derudover også vigtigt: 3,7 mia ekstra årligt til forskning i grønne teknologier 🤓",positive
1725,@USER 🤔 #dkpol og #dkmedier ligger i bund på troværdighedslisten og denne kapring af emnerne til #FV19 kommer ikke som en overraskelse for mig-der er stemmer og cliks i skidtet🙄,negative
1726,"For første gang i de 27 @USER udsendelser, prøver jeg at holde en fridag efter. Normalt er jeg oppe 6.30, afleverer børn, tager på arbejde 8-16 og så esuperliga 16.30-23. I dag er det sofa, baseball og lur! 😊 ses senere til et brag af en sender! [LINK]",positive
1727,RT @USER: Godt spørgsmål 😲 [LINK],neutral
1728,Det handler IKKE om 👟👠 #dkpol #ligestilling #ledelse [LINK],negative
1729,"@USER Hvilken grund skulle det være?

Sætte mig? Nej, slet ikke - jeres misbrug af den kontekst hvori det digt befinder sig i, er lige så forkert som det misbrug Glistrup lavede af modstandsbevægelsen da han spændte dem foran sin rabiate optik:

[LINK]",negative
1730,Eriksen om sejrsmål: Det var ren lettelse [LINK] #pldk,positive
1731,"Der skal nu, som for tre år siden, være kampvalg til formandsposten i Muskelsvindfonden, selv om ssituationen i dag er en lidt anden. Jeg har med udgangspunkt i et tre år gammelt Facebook-minde kommenteret det.

[LINK] [LINK]",neutral
1732,"@USER @USER @USER @USER Nej, det gør der ikke. Se evt. her: [LINK] :)",neutral
1733,Det burde ikke være til diskussion [LINK],negative
1734,"@USER @USER Jo, når du kigger på det flydende gennemsnit af alle målinger. [LINK]",neutral
1735,Se Enhedslistens forslag her: [LINK] #dkpol #arbejde,neutral
1736,HB Køge taler forlængelse med anfører [LINK] #1div #HBKøge,neutral
1737,"Så er der anden runde af præsidentvalg i Ukraine i dag. Komikeren Zelenskiy ser ud til at vinde ifølge meningsmålingerne. Det er dog stadig uklart, præcist hvad hans politik er - også efter debatten med den nuværende præsident sidste fredag.",neutral
1738,@USER Det er VIDUNDERLIGT😍,positive
1739,"⚽️ Der er i dag 1 #fodbold kampe/events mere, der vises direkte:

📺 0 på TV
💻 1 kun på @USER

#dksport #dkbold #sldk #pldk #laliga #seriea

🔗 [LINK] [LINK]",neutral
1740,"Stor nyhed for Danmark, på trods af, at annonceringen umiddelbart er trukket tilbage!! [LINK]",positive
1741,"Så er den ude det nye VILD MED GRILL! 2019 katalog. 573 sider spækket med alt indenfor grill og tilbehør og massevis af opskrifter og inspiration.
[LINK] [LINK]",positive
1742,"@USER Måske. Måske ikke. 
Men det er altid godt med ambitioner, hvad enten man er enig eller ej.",neutral
1743,"Kasper Asgreen er med igennem live i dette sjette afsnit af Holm og Bays Radio Tour, og det er nok ikke svært at gætte, hvad snakken falder på:

""Jeg lukkede bare øjnene og kørte alt, hvad den kunne trække."" [LINK]",neutral
1744,"Finansministeren har svaret på kritik. Uden rigtig at svare. Hvorfor vil du ikke indskrive klima og bæredygtighed i ministeriets mission, når det nu ""er noget, [du] kræver, organisationen leverer på?"", @USER?
#klimanøl #dkgreen #dkpol

[LINK]",negative
1745,"Mig: ...blaah da jeg var barn blabl...
Kollega: Hvornår er du da fra?
M: ...ah, 1978, blablablablahbla...
K: ER DU FYRRE?!

Så længe det her sker tit nok, har jeg kun hovedrysten til dem, der kimser ad mig i benvarmere, skørt og skockings! #detharjegnokforaltiduanset #fordiholdop [LINK]",neutral
1746,"Kalder alle Broncos-fans. 

Drew Lock har bestemt sine svagheder, men selvtillid og gå-på-mod er ikke iblandt dem! 

Han glæder sig til at lære fra og konkurrere mod Joe Flacco og virker ekstremt opsat på at vise, han skulle have været et førsterundevalg #nfldk #gulklud #NFLDraft [LINK]",positive
1747,"@USER @USER @USER Det er nemt. Alle voksne og børn sendes tilbage, hvor de kom fra. De er afviste og skal ikke være her",negative
1748,Holstebro-dreng høstede roser for at formidle danmarkshistorie [LINK],positive
1749,"RT @USER: Enig, denne leder har den klare tale, som er nødvendig. Den burde trykkes i alle medier. [LINK]",positive
1750,"Nyheden om koranafbrænding herhjemme omtales i arabiske medier. En af reaktionerne nederst: 

""Vi skal aldrig modsvare den slags opførsel ved at brænde deres hellige bøger eller gengælde deres angreb på vores profet ved at nedgøre elskede Jesus og Moses.""
#dkpol [LINK]",neutral
1751,"@USER @USER Så hvis Allan K har haft adgang til AGFs data hele tiden, fordi han lige synes han skulle tage alt det med sig, så er det bare fjong?? Hvis det ovenikøbet er AGFs ejede konti, og en AaB-medarbejder bruger dem til at fremme AaBs virke, så er det da næsten AaB der begår spionage!?",negative
1752,"@USER @USER Ser det slet ikke som noget problem, den 7 dages periode er jo bare noget, som de etablerede partier har brugt som en vejspærring, fordi de ikke ønsker nye partier på banen. SK har fair and squre samlet 20.100 VE's, så lad vælgerne afgøre om de skal ind.",positive
1753,"Ny regering må ændre skattepolitikken. Ikke overraskende viser analyse af indkomstskattelettelser i perioden 2002-2017, at de største lettelser er gået til de rigeste, målt relativt. Samtidig flere fattige børn og social ulighed. [LINK] #dkpol #ulighed #OgDetErDK [LINK]",negative
1754,"@USER 🤣🤣🤣 svært at være uenige i de opslag, med mindre man er blank på indholdet, naturligvis og det er heldigvis meget få herinde 🤣🤣🤣😍",positive
1755,"@USER @USER Fordi Mellemøsten er tættest på, vi har et stort indvandrings problem fra mellemøsten os selv og Kina gider slet ikke at havde nogen form for kontakt med omverden, medmindre det er produktion af vare. Ha lidt respekt for dem der holder dig tryk.",negative
1756,Jones om United som mesterskabskandidat: Vi er ikke langt fra [LINK] #pldk,neutral
1757,"At ignorere ham ville være bedst, men det kommer tydeligvis ikke til at ske. Så er @USER s bud et godt alternativ. [LINK]",neutral
1758,EKWB er altid god for en omgang eyecandy. Denne gang henvendt til det nye 7nm grafikkort fra AMD. [LINK],positive
1759,Det er d. 30/11-19. Dag 30 uden @USER s fyraften - og jeg har ingen idé om hvad der foregår nogen steder #tweetfrafremtiden #vierfortabt,negative
1760,Region genindkalder 2600 til undersøgelse for tarmkræft [LINK] [LINK],neutral
1761,@USER Hvor har du ret! Politikere har ingen format og dannelse længere.,negative
1762,RT @USER: Et såkaldt Brexit-renæssancebillede. #brexit [LINK],neutral
1763,"@USER Det mest suspekte er, at @USER selv bruger argumentet: “jamen, hun er jo bare en ung pige”, hvilket jo burde være absolut no-go for enhver med moderne identitetspolitisk snusfornuft.",negative
1764,"@USER @USER @USER Ja det står uafgjort i et ræs mod bunden mellem @USER og @USER .
Jeg br*Kier mig....",negative
1765,Igår skrev @USER at personalet i det store hele har taget godt imod regeringens #sundhedsreform Idag kan du i @USER læse at de mener reformen er forhastet. Det synes jeg egentlig har været melodien hele tiden. #centraliseringsreform #fuglepåtaget #dkpol [LINK],neutral
1766,"Lyt til @USER og Erik David Johnson, AI-specialist og medlem af regeringens ekspertgruppe i dataetik, når de i podcasten Magtens Tredeling debatterer grænserne for AI og algoritmer i digitaliseringen af den offentlige forvaltning. #dkdigi #dkpol
[LINK]",neutral
1767,Pia K strikes back og anklager @USER for at blackface hende. [LINK],neutral
1768,"@USER @USER @USER @USER @USER @USER Ja selvfølgelig, men syntes egentlig heller ikke vi er for dyre. Overhovedet ikke hvis man ser på de hold som ligger op af os. Så syntes egentlig vi er rimelige. Var vi nok ikke efter NPF, men i det nye år. Os med vores gamle lineup",positive
1769,"Når Socialtilsynet vil fjerne islamkritikeren Jaleh Tavakolis plejebarn efter deling af drabsvideo, blotter myndighedern... [LINK] #dkpol",negative
1770,"@USER [LINK]

Godkendelsen er ugyldig. Dette faktum går ikke væk bare ved at lade som ingenting. Det går der i mod kraftig udover retsfølelsen og tilliden til politikerne. Der skal ryddes op! #dkpol 

[LINK]",negative
1772,"Nikolaj Øris blev far i nat, erfarer TV 2 SPORT. DHF's sportschef bekræfter, at højrebacken er tilbage i lejren og spiller i aften mod Saudi-Arabien #hndbld #vmtv2 [LINK]",positive
1773,"📻 Her fra Nordjylland er jeg stor tilhænger af ""If it ain't broken – don't fix it!"". Og det betyder jo, at man bør lade Radio @USER blive liggende, hvor det ligger! #dkpol",positive
1774,"@USER @USER Patersberg er kun 700 meter lang, Jens, så de fleste tager den i fuld længde 😉",positive
1775,En dømt fodboldspiller fra NFC kan nu ånde lettet op. Han risikerer ikke at blive vist ud af landet. [LINK],neutral
1776,SEKS SEJRE I STREG! SÅDAN #ultratwitteragf #sldk #aabagf,positive
1777,Fremragende afsnit af @USER med bl.a. @USER og @USER 👍👍👍👍👍 [LINK] - tak @USER !,positive
1778,"Til jer, der løfter vores kufferter. Til jer, der slæber os som patienter. Til jer, der gør rent på vores kontorer. Til alle jer, der slider kroppen ned ved at gå på arbejde. Næste valg skal handle om retfærdighed for jer. #dkpol [LINK]",positive
1779,"Jo længere du venter med at trykke på valgknappen @USER, jo mere fremstår du som en #dkpol Tøsedreng! Dermed risikerer du også at meningsmålingerne, bare bliver dårligere, og dårligere! 😁😁😁 [LINK]",negative
1780,Ka’ vi ikke få det jazzgalskab tilbage? [LINK],positive
1781,"@USER @USER Han er beskyttet af vores demokratiske [LINK] at politiet skal beskytte ham,det kan måske undre #dkpol #politidk",negative
1782,"@USER Velfærd og asylansøgere er ikke hinandens modsætninger: 7,5% af BNP kommer fra udenlandsk arbejdskraft. Vi mangler arbejdskraft i Dk. Se link. Væksten går i stå, det tager penge fra velfærd [LINK]",neutral
1783,"Oddsen på Manchester City mot Tottenham er 1,29. 1,29!!!!! Da kan det ikke gå.",positive
1784,Landmænd har ventet flere år på støtte: Udflytning har bremset millioner til landbruget (Dette er en plus-artikel) [LINK],neutral
1785,Skjern-træner: Vi tabte i sidste ende til et klart bedre hold - [LINK] [LINK],neutral
1786,Varmens dag fik mange til at forlade den lune søndagsstue (Dette er en plus-artikel) [LINK],positive
1787,"@USER @USER Også svært spørgsmål. Ja, Microsoft har sit Airband projekt. Det er slående, hvor stor forskel der er på områderne i USA, når det kommer til dækningen. Men det er også et land med virkelig store ""landområder"" og en land/by-forskel af betydning.",neutral
1788,Nordjysk firma står bag Tysklands største solvarmeanlæg [LINK] [LINK],positive
1789,"Public service kanaler burde ikke lægge så væsentlige programmer overfor hinanden. Det er spild af ressourcer i et mediemarked, hvor det kun er os danskere selv der gider lave tv-nyheder på dansk. Taberne er flowseerene (som så ikke kan vælge et public service alternativ)",negative
1791,"Andre steder vil kristne derimot ta det DYPT PERSONLIG. Det er fordi de faktisk ikke bare tror, men er OVERBEVIST om at Gud finnes, ser alt og dømmer alle. Derfor vil de også tro at Gud vil dømme dem selv hardt, om de ikke TYDELIG viser hvor opprørte de er.",negative
1792,"Martin Retov skal stoppe med at brokke sig over det røde kort til Ercec! Ercec har bolden i hænderne og kaster den langt væk. Klart tidsudtræk - og nummer to gule kort til Ercec. Hvis der er nogen, der mangler 'fingerspitzengefühl' i den sag, så er det i hvert fald ikke dommeren.",negative
1793,"Novra, for et selvmål. Selvhattrick, faktisk. 😳🙄 [LINK]",neutral
1794,"Rigspolitiet og Rigsadvokaten har lige udgivet det første overblik over klager over politiets dispositioner, og... der er klager over lidt af hvert, kan man sige #dkkrim #politidk [LINK]",neutral
1795,@USER @USER @USER @USER @USER @USER Hej Frederik. Det er jeg sgu ked af at høre :/. Har du prøvet med 2 step verifikation?,positive
1796,@USER @USER Jeg tror det er som da man tog WC Fields i at læse i biblen *Im looking for loopholes*,neutral
1797,"Absolut svimlende besparelser på udd. I NJ. Er der ikke bare en nordjysk politiker der tør prioritere kvalitet og bevarelse af stærke, attraktive nordjyske udd.? @USER @USER @USER @USER @USER #uddpol #Stop2pctNU @USER [LINK]",negative
1798,"S vil ikke fortælle hvem, hvor mange eller hvordan deres forslag finansieres. Vi fortæller hvem, hvor mange og hvordan finansieres. Og så beskylder de os for være ukonkrete?😂 Undskyld men det jo helt på månen. S frygter konkret aftale, når de selv kun sælger drømme #dkpol",negative
1799,@USER @USER Det er forholdsvist forudsigeligt,neutral
1800,@USER @USER @USER Reelle? Hvor kom spåkuglen fra? Det er komplet nonsens og skræmmekampagne,negative
1801,"@USER Mange Tweet`s og diskussioner havde været undgået, hvis man havde haft dette setup på Ørestad Gymnasium. 😉",negative
1802,"FN’s verdensmål for bæredygtig udvikling skaber store forretningsmuligheder for danske virksomheder. Ny rapport viser, hvordan udvikling, forretning og verdensmål kan gå hånd i hånd. Kom til lancering d. 31. januar. Tilmeld dig her: [LINK] #dkaid #dkbiz [LINK]",neutral
