,Unnamed: 0,language,score,text,label,tweet_len,original_tweet,new_topic,probabilities
1112,1155,da,0.999996176746258,aha du betegner det som to lag vælgere og det har du jo på sin vis ret i det første lille bitte lag repræsenterer så udvælgelsen som det store lag er begrænset til at vælge imellem vist på tide at få tænkt alternativt over det repræsentative demokrati,negative,47,"Aha. Du betegner det som to lag vælgere, og det har du jo på sin vis ret i. Det første, lille bitte lag, repræsenterer så udvælgelsen, som det store lag, er begrænset til at vælge imellem. Vist på tide at få tænkt alternativt over det repræsentative demokrati.",1,1.0
1113,1156,da,0.9999937820228272,hjælp var i færd med at opdatere iphone via itunes da jeg får fejl sker med forskellige kabler og computere nu er jeg nødt til at gendanne min iphone fra scratch hvis jeg ikke kan fuldføre opdateringen nogle gode fifs til hvad jeg gør twitterhjerne,neutral,46,"HJÆLP! Var i færd med at opdatere iPhone6 via iTunes, da jeg får FEJL 14. Sker med forskellige kabler og computere. Nu er jeg nødt til at gendanne min iPhone fra scratch, hvis jeg ikke kan fuldføre opdateringen. Nogle gode fifs til, hvad jeg gør? #twitterhjerne",0,0.18667635174418937
1114,1157,da,0.9999980755733486,lad mig gætte afsnittet med bella pigen der sjovt nok bliver stresset af alle de devices mor and dad har tømt babysam for og måske også det med verdens heldigste blogger baby,neutral,30,Lad mig gætte: Afsnittet med Bella-pigen der sjovt nok bliver stresset af alle de devices mor and Dad har tømt BabySam for? Og måske også det med verdens heldigste blogger-baby?👏🏻👏🏻😁,0,0.25576799377625686
1115,1158,da,0.9999954735943012,hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere i dette tilfælde ved jeg ikke om de er fyldestgørende det må du vurdere,neutral,36,Hvis deres påstand er forkert på baggrund af de data de har leveret er det jo helt fint at bede om mere. I dette tilfælde ved jeg ikke om de er fyldestgørende. Det må du vurdere.,-1,0.11844981279651763
1116,1159,da,0.999993920870942,udbredt myte at den demokratiske samtale var bedre før massemedier og sociale medier siger til dkdemokrati konf arrangeret af enig vi vinder med some men mange unge kvinder holder sig fra onlinesamtalen og d t skal adresseres dkpol dkmedier,positive,40,"Udbredt myte at den demokratiske samtale var bedre før massemedier og sociale medier, siger til #dkdemokrati konf arrangeret af @USER. Enig: Vi vinder med SoMe📱💻 Men mange unge &amp; kvinder holder sig fra onlinesamtalen, og dét skal adresseres! #dkpol #dkmedier",7,1.0
1117,1160,da,0.9999944198495498,vi spurgte dansk flygtningehjælp om deres take på hvordan vi skaber politisk handling i danmark så verdensmålene nås læs med her dkciv sdgs sdg dkpol globaldev,neutral,26,"🎙️Vi spurgte Dansk Flygtningehjælp om deres take på, hvordan vi skaber politisk handling i Danmark, så verdensmålene nås.

Læs med her: #dkciv #SDGs #SDG #dkpol #globaldev",4,0.8172995181163776
1118,1161,da,0.9999943609361568,fordi de har råbt homofobiske ting efter ham,neutral,8,Fordi de har råbt homofobiske ting efter ham,-1,0.025983779677989934
1119,1162,da,0.9999954581342724,spilforslag curtis millender belal muhammad betxpert betdk pldk,neutral,12,RT @USER: Spilforslag: Curtis Millender - Belal Muhammad: 1 #betxpert #betdk #pldk,2,0.4667541508924781
1120,1163,da,0.9999926294773812,absolut og med morgenens nyhed om at han har underskrifter nok bliver det at tale højt om denne forskelsbehandling endnu mere vigtig det gør ondt helt ind i hjertet,neutral,29,"Absolut. Og med morgenens nyhed om at han har underskrifter nok, bliver det at tale højt om denne forskelsbehandling endnu mere vigtig. Det gør ondt helt ind i hjertet.",6,1.0
1121,1164,da,0.9999962065800628,valgår hvor vores ledere gør sig endnu mere umage med at misforstå angribe og lægge fælder for hinanden end normalt hvor de retoriske kvælertag strammes og hvor det virkelige problem en nedsmeltet offentlig sektor derfor er længere væk fra en løsning end nogensinde før,negative,46,"Valgår. Hvor vores ledere gør sig endnu mere umage med at misforstå, angribe og lægge fælder for hinanden end normalt, hvor de retoriske kvælertag strammes og hvor det virkelige problem - en nedsmeltet offentlig sektor - derfor er længere væk fra en løsning end nogensinde før.",1,0.49415965539558593
1122,1165,da,0.99999432907892,denne her perspektivering på lønudviklingen i pldk bliver du næppe overrasket over men du bliver bestemt heller ikke dummere af at læse den,neutral,23,Denne her perspektivering på lønudviklingen i #pldk bliver du næppe overrasket over. Men du bliver bestemt heller ikke dummere af at læse den,9,1.0
1123,1167,da,0.9999952993800756,ja men det virker jo ikke som om at kristendemokraterne er på vej til at skifte formand politisk leder politisk ordfører,neutral,23,"Ja. Men det virker jo ikke som om, at Kristendemokraterne er på vej til at skifte formand / politisk leder / politisk ordfører.",1,1.0
1124,1168,da,0.9999938738178372,er samfundsomstyrtende virksomhed ikke allerede forbudt ellers må du definere mere præcist hvad det er du hentyder til bare til forståelsen så hentyder jeg til islams imperativ vedr sharia,neutral,29,Er samfundsomstyrtende virksomhed ikke allerede forbudt? Ellers må du definere mere præcist hvad det er du hentyder til. Bare til forståelsen så hentyder jeg til islams imperativ vedr. sharia,6,1.0
1125,1169,da,0.999993769181833,alle borgelige mainstream medier har jo i årevis haft faste bloggere der skrev letforståelige tekster der ligner artikler om hvor farligt det er at der bor muslimer i dk det er der sikkert mange der er hoppet på når nu det stod i ellers troværdige dkmedier,negative,46,"Alle borgelige mainstream medier har jo i årevis haft faste ""Bloggere"" der skrev letforståelige tekster, der ligner artikler, om hvor farligt det er at der bor muslimer i DK. Det er der sikkert mange der er hoppet på. Når nu det stod i ellers troværdige #dkmedier",6,1.0
1126,1170,da,0.9999975776943096,nej det er det ikke men den førte udlændingepolitik er gak gak og netop grunden til tilslutningen vi har fået nok af indvandrere som udvander vor velfærd og tryghed try walking in our shoes for once,negative,35,"Nej, det er det ikke, men den førte udlændingepolitik er gak-gak og netop grunden til tilslutningen. Vi har fået nok af indvandrere, som udvander vor velfærd og tryghed. Try walking in our shoes for once!",1,1.0
1127,1171,da,0.9999952041122387,indtil den nye politiske realitet eventuelt melder os ud men det skal aldrig ske for det er nu at alle de etablerede partier i folketinget siger endegyldigt fra over for hadpolitik racisme og uværdigt gensyn med nazisme og facisme i dansk politik dkpol,negative,42,"Indtil den nye politiske realitet eventuelt melder os ud... Men det skal aldrig ske. For det er NU, at alle de etablerede partier i Folketinget siger endegyldigt FRA over for hadpolitik, racisme og uværdigt gensyn med nazisme og facisme i dansk politik!#dkpol",-1,0.1058119703227467
1128,1172,da,0.999996359975892,stormen pabuk dræber to ældre og en fisker i thailand,neutral,10,Stormen Pabuk dræber to ældre og en fisker i Thailand,2,0.3339999896783145
1129,1173,da,0.9999928233497372,det samme er forsvar for den udlændingepolitik der er blevet ført i dette land i de sidste år og som har ført til de massive problemer vi nu ser,negative,30,"Det samme er forsvar for den udlændingepolitik, der er blevet ført i dette land i de sidste 36 år, og som har ført til de massive problemer vi nu ser.",1,1.0
1130,1174,da,0.9999932945037092,enig det er ikke godt nok også derfor vi nødt til at gøre noget på våde den korte og lange bane for at skaffe flere praktiserende læger,negative,27,Enig. Det er ikke godt nok. Også derfor vi nødt til at gøre noget på våde den korte og lange bane for at skaffe flere praktiserende læger.,-1,0.2660101386942552
1131,1175,da,0.9999957951575604,fredagskronik nu trænger elektronikken ind i mælkekartonen iot iiot dktech events,negative,11,Fredagskronik: Nu trænger elektronikken ind i mælkekartonen #iot #IIOT #dktech #events,2,0.2392508951357389
1132,1176,da,0.9999945992346568,tak og her er medløb endda vist lidt en underdrivelse det er mig en gåde at pelle for gang på få uger deler en opdatering fra llr og på fb blot taler om lys i vinduerne d maj fremfor at problematisere den mainstreaming af ekstrem racisme der har ført til paludan,negative,53,"Tak! Og her er 'medløb' endda vist lidt en underdrivelse. Det er mig en gåde at Pelle for 3. gang på få uger deler en opdatering fra LLR og på FB blot taler om 'lys i vinduerne d. 4 maj', fremfor at problematisere den mainstreaming af ekstrem racisme, der har ført til Paludan.",-1,0.2306308297476219
1133,1177,da,0.9999955520959508,politiken har nok ikke læst rapporten men forholder sig ukorrekt til barrs vildledende fortolkning af den og det er pinligt,negative,20,Politiken har nok ikke læst rapporten men forholder sig ukorrekt til Barrs vildledende fortolkning af den. Og det er pinligt.,7,0.5891514928291318
1134,1178,da,0.999994040475042,tror vist bare vi uenige kan se at du er socialist og eu modstander så det forklarer jo nok at du ikke finder genklang hos en social liberal internationalist,neutral,27,Tror vist bare vi uenige. Kan se at du er socialist og EU-modstander. Så det forklarer jo nok at du ikke finder genklang hos en social-liberal internationalist.,-1,0.14816038994225986
1135,1179,da,0.9999945102497574,så lukker cykelplanen og der er spildt nogle millioner ved godt at det er let at sige men jeg synes at vi har ser et initiativ blandt mange som vi cyklister ikke har efterspurgt jeg efterspørger forbedringer så jeg ikke så ofte skal sænke hastigheden dktrp cykelpol,negative,47,"Så lukker Cykelplanen, og der er spildt nogle millioner. Ved godt, at det er let at sige, men jeg synes, at vi har ser et initiativ blandt mange, som vi cyklister ikke har efterspurgt. Jeg efterspørger forbedringer, så jeg ikke så ofte skal sænke hastigheden. #dktrp #cykelpol",-1,0.20208889631186924
1136,1180,da,0.9999964452729294,ja d r røg min stemme til alternativet sgu d t der anti videnskabelige hype kan jeg simpelthen ikke støtte,negative,17,Ja dér røg min stemme til Alternativet sgu. Dét der anti-videnskabelige hype kan jeg simpelthen ikke støtte...,-1,0.1717398625394318
1137,1181,da,0.74107439356244,det er okay at være uenig vi ses på søndag på stadion,neutral,12,Det er okay at være uenig! Vi ses på søndag på stadion?,3,1.0
1138,1183,da,0.9999943514127412,ham i østergade overfor ønskebørn har været god til vores børn,neutral,11,Ham i Østergade (overfor Ønskebørn) har været god til vores børn.,0,0.24984843831408504
1139,1184,da,0.9999931003903716,så det du siger er at alt det gylle i har lukket ud om s politik til pressemødet ikke er det de reelt vil det er det i vil have vælgerne til at tro de vil nu efterlyser du så deres reelle svar kan du selv se hvor åndssvagt det er,negative,51,"Så det du siger er, at alt det gylle I har lukket ud om S' politik til pressemødet ikke er det de REELT vil. Det er det I vil have vælgerne til at tro de vil. Nu efterlyser du så deres reelle svar. Kan du selv se hvor åndssvagt det er?",1,0.6141811821121071
1140,1185,da,0.9999952228053526,når man mener det er helt ok at komme med homofobiske tilråb under en fodboldkamp er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen der findes mænd der aldrig kommer ud over stenalderstadiet,negative,37,"Når man mener det er helt OK at komme med homofobiske tilråb under en fodboldkamp, er det vel også på sin plads med en ordentlig mandeslåskamp efter kampen....

Der findes mænd der ALDRIG kommer ud over stenalderstadiet..",-1,0.026181446037943527
1141,1186,da,0.9999949704695325,løbehjulene har en holdbarhed på en lille måned i gennemsnit så smides de til skrot der er er ca løbehjul i københavn det giver mindst x elløbehjul til skrot om året i den tid de kører samles de op og leveres af biler det er ikke grønt i min optik dkpol,negative,53,"Løbehjulene har en holdbarhed på en lille måned i gennemsnit. Så smides de til skrot. Der er er ca 400 løbehjul i København. Det giver mindst (400x12) 4800 elløbehjul til skrot om året. 
I den tid, de kører, samles de op og leveres af biler.
Det er ikke grønt i min optik. #dkpol",-1,0.16250310469914167
1142,1187,da,0.999991723928734,tv man er åbenbart på huleboer stadiet ifølge reklame hvis man ikke handler og betaler med betalings kort betaler man med kontanter betaler man ikke div gebyer til bank og nogle forretninger det glemte man nok at oplyse gebyrer får folk til at betale med kontanter,negative,46,"TV2. Man er åbenbart på huleboer stadiet ifølge reklame, hvis man ikke handler og betaler med betalings kort.? Betaler man med kontanter betaler man ikke div. gebyer til Bank og nogle forretninger. Det glemte man nok at oplyse.?? Gebyrer får folk til at betale med kontanter.!",-1,0.17551359138393022
1143,1188,da,0.9999945773878848,så det du prøver at sige er at lægemanglen skyldes at prioritering i sundhedsvæsenet foretages af folkevalgte regionsråd og ikke af uvalgte bureaukrater som i drømmer om hvordan vil jeres foreslåede afdemokratisering øge antallet af læger,negative,36,"Så det du prøver at sige er at lægemanglen skyldes at prioritering i sundhedsvæsenet foretages af folkevalgte regionsråd, og ikke af uvalgte bureaukrater, som I drømmer om?
Hvordan vil jeres foreslåede afdemokratisering øge antallet af læger?",8,1.0
1144,1189,da,0.9999940347674194,eller prøv med at paludan bare er det naturlige næste skridt i den islamofobiske retorik en del på christiansborg har ført i årevis men nice try at skyde den videre til venstrefløjen,negative,32,Eller prøv med at Paludan bare er det naturlige næste skridt i den islamofobiske retorik 'en del på Christiansborg' har ført i årevis. Men nice try at skyde den videre til venstrefløjen...,-1,0.11056970469806054
1145,1190,da,0.9999948864702832,når den nuværende strategi hviler på at hælde skoven i kraftværkerne mens at man står og priser vind og sol og med ipbes rapporten om den masseudøen så det det i skarp relief at kernekraft er den energikilde der kræver mindst areal det er lig med mere areal til naturen,neutral,51,"Når den nuværende strategi hviler på at hælde skoven i kraftværkerne, mens at man står og priser vind og sol, og med IPBES rapporten om den 6 masseudøen, så det det i skarp relief at kernekraft er den energikilde der kræver mindst areal. Det er lig med mere areal til naturen.",10,1.0
1146,1191,da,0.9999924422348496,vorbasse familie vil gerne servere middag for turister åbner man sin dør for andre kan der kun ske noget godt vorbasse åbner man sin dør for andre kan der kun ske noget godt det er kirsten marie povlsens filosofi og derfor meldte hun også straks s,positive,45,"Vorbasse-familie vil gerne servere middag for turister: Åbner man sin dør for andre, kan der kun ske noget godt! Vorbasse: Åbner man sin dør for andre, kan der kun ske noget godt. Det er Kirsten Marie Povlsens filosofi, og derfor meldte hun også straks s…",0,1.0
1147,1193,da,0.9999942328996448,ja dommeren har faktisk ret i det han siger men så er der denne her,neutral,15,"Ja dommeren har faktisk ret i det han siger, men så er der denne her....",-1,0.19288347995295269
1148,1194,da,0.9999971504284882,godt med fokus på nedslidte det minder meget om valgflæsk i sidste udkald det er en kendsgerning at de partier bag forliget har forringet tilbagetrækning i og dagpenge i har stor humor over radikale indgår forlig med df dkpol kan ikke se noget stærkt,neutral,45,Godt med fokus på nedslidte.Det minder meget om valgflæsk i sidste udkald. Det er en kendsgerning at de partier bag forliget har forringet tilbagetrækning i 2010 og dagpenge i 2011. Har stor humor over radikale indgår forlig med DF. #dkpol kan ikke se noget stærkt.,1,0.6194575543512425
1149,1195,da,0.9999957955367512,fantastisk ikke mindst når vi når frem til de forløbne to årtier,positive,13,Fantastisk - ikke mindst når vi når frem til de forløbne to årtier:,0,0.29833939247040253
1150,1196,da,0.9999938812591064,danmarks statistik landkort viser forskelle i partiernes stemmeandele,neutral,8,Danmarks Statistik: Landkort viser forskelle i partiernes stemmeandele,4,1.0
1151,1197,da,0.999993639209417,vi bliver simpelthen nødt til at tale om hvordan stol nummer tre stadigvæk sidder her xfactordk xfactortv,negative,17,"Vi bliver simpelthen nødt til at tale om, hvordan stol nummer tre stadigvæk sidder her #xfactordk #xfactortv2",0,0.3270965855174104
1152,1199,da,0.7256022875297249,ganske enig har aldrig set en vildere spiller i superligaen end mohamed zidan det var helt vildt hvad han kunne,positive,20,"Ganske enig. Har aldrig set en vildere spiller i Superligaen end Mohamed Zidan. Det var helt vildt, hvad han kunne.",-1,0.24859650194480337
1153,1200,da,0.9999926831830294,det kan blive en kort kamp i brøndby på søndag og havde jakob kehlet hørt homofobiske tilråb ville han have stoppet kampen men det kan være svært for dommerne at høre alt hvad der foregår på tribunerne siger han sldk,neutral,39,"DET KAN BLIVE EN KORT KAMP I BRØNDBY PÅ SØNDAG: ""Og havde Jakob Kehlet hørt homofobiske tilråb, ville han have stoppet kampen, men det kan være svært for dommerne at høre alt, hvad der foregår på tribunerne, siger han.""#sldk",-1,0.026611835172417515
1154,1201,da,0.9933718372326312,tager man de tidligere formater med mesterholdenes europa cup o s v siden er zaniolo den sjetteyngste italiener til at score i europas fineste turnering,neutral,24,Tager man de tidligere formater med (Mesterholdenes Europa Cup o.s.v. siden 1955) er Zaniolo den sjetteyngste italiener til at score i Europas fineste turnering.,3,0.8350658223457776
1155,1202,da,0.9999969891003764,en lørdag eftermiddag og aften med bundesliga dortmund hannover viaplay werder bremen frankfurt tv sport viaplay tv sport viaplay bldk,neutral,20,"En lørdag eftermiddag og aften med Bundesliga.
15.25 Dortmund-Hannover - Viaplay
18.25 Werder Bremen-Frankfurt - TV3 Sport/Viaplay
#tv3sport #viaplay #bldk",-1,0.098636751876603
1156,1203,da,0.9999968220157764,sølvpapirshatten er foldet og nu kan jeg fortælle den sande grund til udflytningen af syv det hele er en nøje udtænkt messerschmidt plan der har været undervejs i år en personlig hævn øje for øje dkpol dkmedier sølvpapirshat syv,negative,41,"Sølvpapirshatten er foldet - og nu kan jeg fortælle den sande grund til udflytningen af 24syv. Det hele er en nøje udtænkt Messerschmidt-plan, der har været undervejs i 16 år. En personlig hævn. Øje for øje. #dkpol #dkmedier #sølvpapirshat #24syv 
[LINK]",-1,0.20653402655916878
1157,1204,da,0.999995768795226,der er kommet ansøgninger fra landbruget til at anlægge minivådområder som forbedrer vandmiljøet ved at reducere udledningen af særligt kvælstof roser landbruget for at tage ansvar for vores fælles vandmiljø dkpol dkgreen,positive,33,"Der er kommet 338 ansøgninger fra landbruget til at anlægge minivådområder, som forbedrer vandmiljøet ved at reducere udledningen af særligt kvælstof. roser landbruget for at tage ansvar for vores fælles vandmiljø. #dkpol #dkgreen",10,0.4905658520075935
1158,1205,no,0.9999926283608844,det gør hun helt sikkert,negative,5,Det gør hun helt sikkert,-1,0.10830775793633038
1159,1206,da,0.9999948442720866,jeg cykler kravler op i træer går op ad trapper og hænger ud ad vinduer men en helikopter er lidt for ufleksibelt,neutral,23,"Jeg cykler, kravler op i træer, går op ad trapper og hænger ud ad vinduer, men en helikopter er lidt for ufleksibelt 😂",0,1.0
1160,1207,da,0.999997783795906,min kronik i dag april er borgerinddragelse blevet politisk avantgarde kan læses for ikke abonnenter af politiken her,neutral,22,"Min kronik i dag 24 april 2019 : ""Er borgerinddragelse blevet politisk avantgarde ?"" Kan læses for ikke abonnenter af Politiken her:",7,0.30067182416509114
1161,1208,da,0.99999285849647,vildt imponerende sejr af i flandern rundt for u ryttere det er sgu stærkt efter at have været aktiv i hele finalen cadeau cyklingdk,positive,23,Vildt imponerende sejr af i Flandern Rundt for U23-ryttere! Det er sgu stærkt efter at have været aktiv i hele finalen! Cadeau! #cyklingdk,0,0.278128083307308
1162,1209,da,0.8571386257757467,åh ja dagen måtte jo komme hvor jeg var fuldkommen enig med meget ville blive kønnere i dkpol op til et ftvalg hvis alle begyndte at kommunikere egne visioner frem for at tale ned til folket,positive,37,"Åh ja, dagen måtte jo komme, hvor jeg var fuldkommen enig med ;-)
Meget ville blive kønnere i #dkpol op til et #ftvalg, hvis alle begyndte at kommunikere egne visioner, frem for at tale ned til folket.",7,1.0
1163,1210,da,0.9999941474150787,s er de eneste der trækker vælgere henover midten og dermed sikrer er nyt flertal sf har ikke efter min mening klogeligt ultimative krav lad nu vælgerne tale os så dannes der er en regering efter et valg det er absurd med alle de krav i øst og i vest,positive,52,"S er de eneste, der trækker vælgere henover midten og dermed sikrer er nyt flertal. SF har ikke - efter min mening klogeligt - ultimative krav. Lad nu vælgerne tale, os så dannes der er en regering efter et valg. Det er absurd med alle de krav i øst og i vest.",1,1.0
1164,1211,da,0.9999936378450694,erfaren patient lærer fra sig til andre med hjerteproblemer,positive,9,Erfaren patient lærer fra sig til andre med hjerteproblemer,5,1.0
1165,1212,da,0.9999949258785176,og d n kamp mod flensburg kan i nyde på tv max fra det bliver sindssygt dalmose og jeg er klar på hndbld,positive,24,Og dén kamp mod Flensburg kan I nyde på TV3 MAX fra 17.25. Det bliver sindssygt 🔥Dalmose og jeg er klar på 🎙 #hndbld,3,1.0
1166,1213,da,0.9999936175737444,hvad skete der for langsom midte,neutral,7,Hvad skete der for langsom midte 😊,-1,0.2640051917354036
1167,1214,da,0.999995281878244,derfor siger jeg at problemet er at han ikke er demokratisk det må du gerne anfægte men det er ikke relevant at bruge mordet på jfk synagoger og muslimer ind i tråden,negative,33,"Derfor siger jeg, at problemet er at han ikke er demokratisk. Det må du gerne anfægte - men det er ikke relevant at bruge mordet på JFK, synagoger og muslimer ind i tråden",6,1.0
1168,1215,da,0.999995035075154,nu er det vist dig der taler sort mit seneste tweet i denne tråd omhandlede ikke dig desuden du startede dialogen min holdning forbliver uændret dine indlæg har ikke ændrer på dette jeg ved virkelig ikke hvad du nu taler om men fred være med det tak,negative,47,"Nu er det vist dig, der taler sort. 
Mit seneste Tweet i denne tråd omhandlede ikke dig.
Desuden du startede dialogen.
Min holdning forbliver uændret.
Dine indlæg har ikke ændrer på dette.
Jeg ved virkelig ikke hvad du nu taler om.
Men fred være med det.
Tak.",0,0.3410361172292066
1169,1216,da,0.9999949182769948,politibeskyttelse eller ej så er politiet nødtil at være i nærheden af paludan pga den høje risiko for uordet konflikter og balade ligeledes har vi som borgere ret til beskyttelse ligegyldigt vores holdninger men det betyder ikke at nogle af hans ytringer er vanvittige,positive,44,"Politibeskyttelse eller ej, så er politiet nødtil at være i nærheden af Paludan, pga. den høje risiko for uordet, konflikter og balade. Ligeledes har vi som borgere ret til beskyttelse ligegyldigt vores holdninger, men det betyder ikke at nogle af hans ytringer er vanvittige.",6,0.5130554145359462
1170,1217,no,0.6213660934062226,sådan er det jo bare,neutral,5,Sådan er det jo bare.,0,0.492411902903474
1171,1218,da,0.9999947679618628,jeg er udsat for uønskede phishing opkald på min telefon dem i den anden ende bliver ved med at skifte nummer så jeg ikke kan blokere numrene hvad skal jeg gøre for at slippe af med den form for chikane twitterhjerne phishing,neutral,41,"Jeg er udsat for uønskede phishing-opkald på min telefon. Dem i den anden ende bliver ved med at skifte nummer, så jeg ikke kan blokere numrene. Hvad skal jeg gøre, for at slippe af med den form for chikane? #twitterhjerne #phishing",-1,0.24599645875213935
1172,1219,da,0.5346788751286291,det kommer det er jeg slet ikke bekymret for han er voldsom et opspillet måske den bedste i ligaen,positive,19,Det kommer. Det er jeg slet ikke bekymret for. Han er voldsom et opspillet. Måske den bedste i ligaen?,0,0.2768636554663804
1173,1220,da,0.9999956225292392,den reference fortjener mere opmærksomhed,positive,6,Den reference fortjener mere opmærksomhed 😂😂😂😂😂,0,0.5516015141502546
1174,1221,da,0.9416229606934604,eller tager modargumenter eller krav om bevisførelse seriøst det er simpelthen for let at slynge om sig med påstande hvad den del angår så håber jeg meget på at forslag går igennem,neutral,34,"Eller tager modargumenter eller krav om bevisførelse seriøst. Det er simpelthen for let at slynge om sig med påstande. Hvad den del angår, så håber jeg meget på at @USER’s forslag går igennem 😊",-1,0.20761440640246076
1175,1222,da,0.999992822640173,i skriver at i har kigget dybt i statistikkerne men så vidt jeg kan se har i slet ikke kigget på dommerne aab og fck har vel forskellige dommere i løbet af sæsonen jo større hold jo bedre dommer og er det ikke sådan at de gode dommere er bedre til at styre kampene,negative,54,"I skriver at I har ""kigget dybt i statistikkerne"", men så vidt jeg kan se har I slet ikke kigget på dommerne. AaB og FCK har vel forskellige dommere i løbet af sæsonen. Jo større hold, jo bedre dommer. Og er det ikke sådan at de gode dommere er bedre til at ""styre"" kampene?",3,0.6529453325181787
1176,1223,da,0.9999964303944088,kunne ikke være mere enig er så træt af de forbandede medarbejder ikke bare kan udføre deres skide arbejde det kraftedeme nogen små pivskider som dsb har ansat,negative,28,Kunne ikke være mere enig! Er så træt af de forbandede medarbejder ikke bare kan udføre deres skide arbejde. Det kraftedeme nogen små pivskider som DSB har ansat.,9,1.0
1177,1224,da,0.99999631419429,her er værktøjskasse til at forberede virksomheder på de nye tider brexit dkbiz eupol,neutral,14,Her er værktøjskasse til at forberede virksomheder på de nye tider. #brexit #dkbiz #eupol,2,1.0
1178,1225,da,0.9999959721664172,gid staten havde samme sanktionsmuligheder som dbu og kunne uddele femcifrede bøder for hver eneste homofobiske tilråb som klovnekongen rasmuspaludan kom med i offentligheden så kunne vi hurtigt ruinere ham og få stoppet mobberen over dem alle stopmobning fuckracisme dkpol,negative,40,Gid staten havde samme sanktionsmuligheder som #dbu og kunne uddele femcifrede bøder for hver eneste homofobiske tilråb som klovnekongen #rasmuspaludan kom med i offentligheden. Så kunne vi hurtigt ruinere ham og få stoppet mobberen over dem alle #stopmobning #fuckracisme #dkpol,-1,0.028383010174544296
1179,1226,da,0.99999379900991,tak for svaret jeg bliver blot urolig når rp vil fjerne en type religiøse fra dansk jord det opfatter jeg som lignende nazisme inden man fandt på die endl snung som jeg er klar over rp ikke er ude i glad for din tilslutning til demokrati som også indebærer religionsfrihed,negative,49,"Tak for svaret. Jeg bliver blot urolig, når RP vil fjerne en type religiøse fra dansk jord. Det opfatter jeg som lignende nazisme (inden man fandt på ‘die endlösnung, som jeg er klar over RP ikke er ude i). Glad for din tilslutning til demokrati som også indebærer religionsfrihed",-1,0.12834086286616794
1180,1227,da,0.9999954611175652,hanegal stiftere investerer stort millionbelkøb i plantebaseret sats,neutral,7,Hanegal-stiftere investerer stort millionbelkøb i plantebaseret sats,2,0.30079795445167895
1181,1228,da,0.999994023822717,meget autentisk fa cup opgør se højdepunkterne fra kampen her fadk facup,positive,14,"Meget autentisk FA Cup-opgør! 💪⚽️

Se højdepunkterne fra kampen her 👇 #fadk #FACup

[LINK]",3,0.40042009158475006
1182,1229,da,0.9999945755363392,ser man det jeg troede kun eu havde eksisteret siden men sådan kan man jo pynte på fakta i en hypernationalistisk virkelighedsopfattelse der er ligeså rummelig over for debat og kritik af eu som jeres mægtige leder eu virker som en patologisk kult hvor kritik ties øv,negative,48,"Ser man det, jeg troede kun EU havde eksisteret siden 1993, men sådan kan man jo pynte på fakta i en hypernationalistisk virkelighedsopfattelse, der er ligeså rummelig over for debat og kritik af EU, som jeres mægtige leder. EU virker som en patologisk kult, hvor kritik ties. Øv.",4,0.7721456718438057
1183,1230,da,0.9999960902131004,for at citere nummer på hitlisten over højrepopulistiske stråmænd du skal ikke knægte min ytringsfrihed,positive,16,For at citere nummer 1 på hitlisten over højrepopulistiske stråmænd: Du skal ikke knægte min ytringsfrihed!,6,1.0
1184,1231,da,0.9999936077701818,vi fører en fast og fair udlændingepolitik så hvorfor er mint ikke i danmark hvorfor er der danskere som ikke kan bo i deres hjemland med deres udenlandske ægtefælle eller bonus barn hvorfor lider børnene på sjælsmark hvor i består det fair i jeres politik dkpol,negative,49,"""Vi fører en fast og fair udlændingepolitik.""
- Så hvorfor er Mint ikke i Danmark?
- Hvorfor er der danskere, som ikke kan bo i deres hjemland med deres udenlandske ægtefælle eller bonus barn?
- Hvorfor lider børnene på Sjælsmark?

Hvor i består det fair i jeres politik?
#dkpol",4,1.0
1185,1232,da,0.9999951949837116,journalisterne skriver konstant om fake websites men når det er en af deres egne så er det ok dkpol dkmedier,negative,21,“Journalisterne” skriver konstant om fake websites … men når det er en af deres egne så er det ok? #dkpol #dkmedier,7,1.0
1186,1233,da,0.9999952753319732,det forudsætter der er noget at prale af det er svært at prale af at fx budgetloven og finanspagten årligt skærer af kommunernes budget så skal jeg prale af at jeg er god til at løbe hurtigere pga færre kolleger,negative,42,"Det forudsætter, der ER noget at prale af. Det er svært at prale af at fx #Budgetloven og #Finanspagten årligt skærer 2 % af kommunernes budget. Så skal jeg prale af, at jeg er god til at løbe hurtigere pga. færre kolleger?",8,1.0
1187,1234,no,0.9999943600309984,nå så vinder ob nok ikke sølv,negative,9,"RT @USER: Nå, så vinder OB nok ikke sølv...",0,0.32276477319265673
1188,1235,da,0.999994082671156,synes ikke hvertfald for eget vedkommende det handler om en stikpille jeg er bare kritisk over for en helt subjektivt postuleret kedelig spillestil hvor åge ikke udnytter de dygtige spillere vi rent faktisk har i dk jeg ville elske at få den eufori tilbage jeg havde førhen,negative,47,"Synes ikke (hvertfald for eget vedkommende) det handler om en stikpille, jeg er bare kritisk over for en (helt subjektivt postuleret) kedelig spillestil, hvor Åge ikke udnytter de dygtige spillere vi rent faktisk har i DK. Jeg ville elske at få den eufori tilbage jeg havde førhen",3,1.0
